2018-01-25 16:10:49,702 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-26 08:47:47,035 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-26 08:47:47,035 [Worker-0] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-26 08:47:47,089 [Worker-1] WARN  o.e.m.w.i.utilities.DebugUtilities - ==============Processing ssm_server dependencies ===============
2018-01-26 08:47:49,182 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-26 08:47:49,196 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-26 08:47:49,203 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-26 08:47:49,205 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-26 08:47:49,210 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-26 08:47:49,290 [Worker-4] WARN  o.e.m.w.i.utilities.DebugUtilities - ==============Processing ssm_server dependencies ===============
2018-01-26 08:47:50,341 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-26 08:47:50,350 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-26 08:47:50,351 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2018-01-26 08:47:50,356 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-01-29 10:47:30,343 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-29 10:47:30,343 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.lin:ssm_server:0.0.1-SNAPSHOT @ E:\workspace\ssm_server\pom.xml.
2018-01-29 10:47:30,386 [Worker-1] WARN  o.e.m.w.i.utilities.DebugUtilities - ==============Processing ssm_server dependencies ===============
